bps,defensive_contribution,element,expected_assists,expected_goals,expected_goals_conceded,fixture,minutes,opponent_team,round,starts,total_points,ict_index
-1,1,10,0.0,0.0,0.66,9,18,14,1,0,0,0.0
7,1,10,0.0,0.0,0.0,11,26,11,2,0,1,0.8
0,0,10,0.0,0.0,0.0,25,0,12,3,0,0,0.0
3,0,10,0.0,0.0,0.1,31,22,16,4,0,1,0.1
0,0,10,0.0,0.0,0.0,41,0,13,5,0,0,0.0
2,0,10,0.0,0.0,0.04,58,2,15,6,0,1,0.2
2,2,10,0.0,0.0,0.13,61,15,19,7,0,1,0.6
0,0,10,0.0,0.0,0.0,74,0,10,8,0,0,0.0
3,0,10,0.0,0.0,0.01,81,2,8,9,0,1,0.1
8,4,19,0.01,0.02,0.7,9,59,14,1,1,1,3.8
0,0,19,0.0,0.0,0.0,11,0,11,2,0,0,0.0
9,3,19,0.0,0.0,0.28,25,69,12,3,1,3,0.8
4,1,19,0.0,0.0,0.1,31,12,16,4,0,1,0.6
22,0,19,0.0,0.16,0.25,41,10,13,5,0,7,5.0
5,3,19,0.01,0.05,0.08,58,20,15,6,0,1,0.7
3,2,19,0.06,0.0,0.13,61,11,19,7,0,1,1.8
3,2,19,0.0,0.52,0.04,74,9,10,8,0,1,4.5
2,1,19,0.0,0.0,0.39,81,24,8,9,0,1,0.3
33,4,7,0.01,0.91,0.87,9,71,14,1,1,13,7.3
38,1,7,0.01,0.39,0.17,11,63,11,2,1,13,8.1
9,7,7,0.01,0.13,0.52,25,90,12,3,1,2,2.3
16,3,7,0.01,0.0,0.1,31,67,16,4,1,5,2.0
7,5,7,0.05,0.14,0.89,41,90,13,5,1,2,2.9
0,3,7,0.04,0.1,0.53,58,69,15,6,1,1,3.0
26,6,7,0.02,0.17,0.36,61,74,19,7,1,6,3.3
26,5,7,0.02,0.04,0.44,74,90,10,8,1,6,3.0
26,1,7,0.02,0.07,0.46,81,81,8,9,1,6,1.0
0,0,15,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,15,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,15,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,15,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,15,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,15,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,15,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,15,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,15,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,20,0.0,0.0,0.0,9,0,14,1,0,0,0.0
4,0,20,0.03,0.07,0.0,11,37,11,2,0,1,3.1
0,0,20,0.0,0.0,0.0,25,0,12,3,0,0,0.0
12,0,20,0.26,0.0,0.1,31,11,16,4,0,4,3.2
13,4,20,0.07,0.14,0.89,41,83,13,5,1,2,2.9
5,2,20,0.12,0.33,0.58,58,87,15,6,1,2,3.1
16,4,20,0.09,0.12,0.36,61,74,19,7,1,3,5.9
28,6,20,0.07,0.6,0.4,74,80,10,8,1,10,10.7
4,7,20,0.05,0.34,0.47,81,90,8,9,1,3,4.6
0,0,14,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,14,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,14,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,14,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,14,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,14,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,14,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,14,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,14,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,4,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,4,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,4,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,4,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,4,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,4,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,4,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,4,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,4,0.0,0.0,0.0,81,0,8,9,0,0,0.0
-3,3,8,0.0,0.0,0.66,9,19,14,1,0,0,0.3
68,6,8,0.05,0.81,0.17,11,63,11,2,1,24,19.9
7,7,8,0.05,0.09,0.52,25,90,12,3,1,2,3.5
37,6,8,0.02,0.3,0.2,31,90,16,4,1,8,6.8
16,8,8,0.05,0.0,0.65,41,79,13,5,1,1,3.9
10,6,8,0.21,0.53,0.61,58,90,15,6,1,2,8.8
43,9,8,0.03,0.16,0.49,61,90,19,7,1,11,6.6
27,4,8,0.15,0.0,0.44,74,90,10,8,1,6,5.5
25,4,8,0.04,0.0,0.47,81,90,8,9,1,6,3.1
2,0,18,0.02,0.0,0.82,9,30,14,1,0,1,1.4
10,3,18,0.09,0.0,0.17,11,63,11,2,1,3,4.3
5,2,18,0.03,0.14,0.4,25,88,12,3,1,2,3.9
24,7,18,0.71,0.0,0.1,31,78,16,4,1,3,11.9
-2,2,18,0.01,0.15,0.55,41,45,13,5,1,1,3.1
0,0,18,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,18,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,18,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,18,0.0,0.0,0.0,81,0,8,9,0,0,0.0
25,14,6,0.0,0.0,1.52,9,90,14,1,1,9,3.2
27,5,6,0.01,0.0,0.17,11,90,11,2,1,6,2.3
4,3,6,0.0,0.0,0.0,25,4,12,3,1,1,0.3
0,0,6,0.0,0.0,0.0,31,0,16,4,0,0,0.0
15,9,6,0.02,0.13,0.89,41,90,13,5,1,2,2.9
8,1,6,0.07,0.0,0.2,58,45,15,6,0,1,1.9
30,8,6,0.02,0.0,0.49,61,90,19,7,1,6,3.0
26,4,6,0.05,0.0,0.44,74,90,10,8,1,6,2.2
10,1,6,0.02,0.0,0.08,81,45,8,9,1,1,0.9
23,8,11,0.01,0.01,0.87,9,70,14,1,1,6,2.8
0,0,11,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,11,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,11,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,11,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,11,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,11,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,11,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,11,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,3,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,3,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,3,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,3,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,3,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,3,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,3,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,3,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,3,0.0,0.0,0.0,81,0,8,9,0,0,0.0
14,4,21,0.01,0.13,1.04,9,82,14,1,1,6,1.2
26,3,21,0.54,0.0,0.17,11,90,11,2,1,6,7.7
13,13,21,0.1,0.02,0.52,25,90,12,3,1,4,3.9
1,3,21,0.03,0.0,0.1,31,22,16,4,0,1,0.7
22,9,21,0.16,0.0,0.89,41,90,13,5,1,3,5.6
33,12,21,0.2,0.0,0.61,58,90,15,6,1,9,10.5
45,5,21,0.12,0.32,0.36,61,78,19,7,1,11,10.9
10,5,21,0.08,0.03,0.44,74,90,10,8,1,3,3.6
27,9,21,0.61,0.37,0.46,81,81,8,9,1,7,9.1
23,7,5,0.0,0.0,1.52,9,90,14,1,1,6,2.7
26,3,5,0.01,0.04,0.17,11,90,11,2,1,6,2.3
8,7,5,0.01,0.02,0.52,25,90,12,3,1,2,1.9
32,10,5,0.01,0.2,0.2,31,90,16,4,1,9,3.8
13,8,5,0.01,0.0,0.89,41,90,13,5,1,2,2.2
34,19,5,0.02,0.22,0.61,58,90,15,6,1,13,11.2
33,12,5,0.03,0.0,0.49,61,90,19,7,1,9,2.9
33,9,5,0.02,0.24,0.44,74,90,10,8,1,12,6.0
32,9,5,0.03,0.1,0.47,81,90,8,9,1,9,4.7
0,0,2,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,2,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,2,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,2,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,2,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,2,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,2,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,2,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,2,0.0,0.0,0.0,81,0,8,9,0,0,0.0
16,14,17,0.29,0.09,1.52,9,90,14,1,1,5,5.5
5,2,17,0.05,0.05,0.17,11,37,11,2,1,1,0.9
3,1,17,0.01,0.0,0.25,25,20,12,3,0,1,0.6
3,0,17,0.0,0.0,0.0,31,17,16,4,1,1,0.5
0,0,17,0.0,0.0,0.0,41,0,13,5,0,0,0.0
16,1,17,0.25,0.0,0.08,58,8,15,6,0,4,3.5
4,1,17,0.21,0.0,0.34,61,29,19,7,1,1,2.0
0,0,17,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,17,0.0,0.0,0.0,81,0,8,9,0,0,0.0
38,0,1,0.0,0.0,1.52,9,90,14,1,1,10,4.9
28,0,1,0.0,0.0,0.17,11,90,11,2,1,6,1.3
12,0,1,0.02,0.0,0.52,25,90,12,3,1,2,3.0
24,0,1,0.0,0.0,0.2,31,90,16,4,1,6,1.3
13,0,1,0.01,0.0,0.89,41,90,13,5,1,2,2.1
11,0,1,0.01,0.0,0.61,58,90,15,6,1,2,1.6
20,0,1,0.0,0.0,0.49,61,90,19,7,1,6,0.3
21,0,1,0.0,0.0,0.44,74,90,10,8,1,6,0.5
25,0,1,0.0,0.0,0.47,81,90,8,9,1,6,1.5
0,0,9,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,9,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,9,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,9,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,9,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,9,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,9,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,9,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,9,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,13,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,13,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,13,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,13,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,13,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,13,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,13,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,13,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,13,0.0,0.0,0.0,81,0,8,9,0,0,0.0
2,1,22,0.0,0.0,0.49,9,7,14,1,0,1,0.1
0,0,22,0.0,0.0,0.0,11,0,11,2,0,0,0.0
6,5,22,0.02,0.0,0.28,25,69,12,3,1,3,0.8
15,10,22,0.07,0.13,0.2,31,90,16,4,1,3,6.7
6,7,22,0.03,0.0,0.55,41,45,13,5,1,1,2.6
23,3,22,0.0,0.05,0.08,58,20,15,6,0,6,5.4
0,0,22,0.0,0.16,0.13,61,11,19,7,0,1,1.2
5,5,22,0.01,0.0,0.04,74,28,10,8,0,1,1.1
4,2,22,0.0,0.0,0.01,81,8,8,9,0,1,0.4
7,5,16,0.09,0.15,1.52,9,90,14,1,1,3,3.5
27,4,16,0.03,0.11,0.17,11,52,11,2,1,6,9.2
0,0,16,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,16,0.0,0.0,0.0,31,0,16,4,0,0,0.0
7,3,16,0.21,0.04,0.34,41,45,13,5,0,1,4.5
10,5,16,0.01,0.08,0.53,58,69,15,6,1,2,4.6
22,7,16,1.11,0.84,0.49,61,90,19,7,1,8,9.3
28,12,16,0.55,0.07,0.44,74,90,10,8,1,7,15.3
8,7,16,0.01,0.02,0.08,81,65,8,9,1,3,0.7
0,0,25,0.0,0.0,0.0,9,0,14,1,0,0,0.0
3,4,25,0.01,0.02,0.0,11,52,11,2,0,1,1.2
0,0,25,0.0,0.0,0.0,25,0,12,3,0,0,0.0
8,4,25,0.03,0.15,0.2,31,72,16,4,0,3,3.6
3,1,25,0.0,0.0,0.0,41,6,13,5,0,1,0.1
0,0,25,0.0,0.0,0.0,58,0,15,6,0,0,0.0
1,0,25,0.04,0.02,0.13,61,15,19,7,0,1,0.1
0,0,25,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,25,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,24,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,24,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,24,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,24,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,24,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,24,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,24,0.0,0.0,0.0,61,0,19,7,0,0,0.0
3,2,24,0.0,0.0,0.0,74,1,10,8,0,1,0.1
0,0,24,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,28,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,28,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,28,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,28,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,28,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,28,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,28,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,28,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,28,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,23,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,23,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,23,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,23,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,23,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,23,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,23,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,23,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,23,0.0,0.0,0.0,81,0,8,9,0,0,0.0
15,12,26,0.01,0.0,1.52,9,90,14,1,1,5,2.0
12,8,26,0.02,0.02,0.17,11,90,11,2,1,3,1.4
4,7,26,0.02,0.03,0.52,25,90,12,3,1,1,0.9
52,2,26,0.03,0.16,0.2,31,90,16,4,1,16,10.8
13,5,26,0.04,0.05,0.89,41,90,13,5,1,2,4.0
24,9,26,0.52,0.0,0.53,58,81,15,6,1,2,5.0
20,11,26,0.16,0.0,0.15,61,60,19,7,0,3,4.1
12,5,26,0.06,0.0,0.44,74,90,10,8,1,3,2.9
15,15,26,0.03,0.0,0.47,81,90,8,9,1,5,3.4
4,3,30,0.01,0.0,0.82,9,30,14,1,0,1,0.6
0,0,30,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,30,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,30,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,30,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,30,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,30,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,30,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,30,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,29,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,29,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,29,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,29,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,29,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,29,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,29,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,29,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,29,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,0,662,0.0,0.0,0.0,9,0,14,1,0,0,0.0
7,2,662,0.0,0.0,0.0,11,26,11,2,0,1,0.5
14,9,662,0.0,0.0,0.52,25,85,12,3,0,2,2.8
32,8,662,0.04,0.0,0.2,31,90,16,4,1,7,2.5
3,0,662,0.0,0.0,0.0,41,1,13,5,0,1,0.0
1,4,662,0.0,0.0,0.41,58,45,15,6,1,1,0.4
0,0,662,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,662,0.0,0.0,0.0,74,0,10,8,0,0,0.0
7,5,662,0.05,0.0,0.39,81,45,8,9,0,1,2.7
13,3,700,0.02,0.08,0.0,11,26,11,2,0,4,1.7
0,0,700,0.0,0.06,0.12,25,1,12,3,0,1,1.1
0,0,700,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,700,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,700,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,700,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,700,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,700,0.0,0.0,0.0,81,0,8,9,0,0,0.0
0,2,666,0.06,0.0,0.7,9,59,14,1,1,1,1.2
44,5,666,0.03,1.28,0.17,11,90,11,2,1,12,11.3
8,2,666,0.16,0.0,0.52,25,90,12,3,1,1,3.7
30,3,666,0.02,0.84,0.1,31,67,16,4,1,6,9.0
3,3,666,0.01,0.0,0.89,41,90,13,5,1,2,1.4
9,6,666,0.12,0.26,0.61,58,90,15,6,1,2,8.1
-1,1,666,0.05,0.63,0.49,61,90,19,7,1,2,5.5
11,2,666,0.02,0.4,0.44,74,90,10,8,1,2,5.2
0,3,666,0.02,0.17,0.47,81,90,8,9,1,2,1.5
0,0,711,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,711,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,711,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,711,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,711,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,711,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,711,0.0,0.0,0.0,81,0,8,9,0,0,0.0
10,7,266,0.0,0.24,1.22,8,83,7,1,1,3,3.6
0,0,266,0.0,0.0,0.0,15,0,16,2,0,0,0.0
4,1,266,0.03,0.0,0.25,25,20,12,3,0,1,0.7
19,2,266,0.44,0.06,0.1,31,78,16,4,1,6,4.8
16,4,266,0.23,0.14,0.34,41,45,13,5,0,4,6.2
11,6,266,0.09,0.42,0.61,58,90,15,6,1,2,7.5
22,5,266,0.05,0.49,0.36,61,78,19,7,1,6,4.7
9,2,266,0.03,0.01,0.4,74,61,10,8,1,3,3.1
32,4,266,0.02,0.08,0.46,81,87,8,9,1,11,6.6
0,0,34,0.0,0.0,0.0,2,0,15,1,0,0,0.0
0,0,34,0.0,0.0,0.0,13,0,5,2,0,0,0.0
0,0,34,0.0,0.0,0.0,21,0,8,3,0,0,0.0
0,0,34,0.0,0.0,0.0,36,0,9,4,0,0,0.0
0,0,34,0.0,0.0,0.0,48,0,17,5,0,0,0.0
0,0,34,0.0,0.0,0.0,51,0,10,6,0,0,0.0
0,0,34,0.0,0.0,0.0,62,0,3,7,0,0,0.0
0,0,34,0.0,0.0,0.0,79,0,18,8,0,0,0.0
0,0,34,0.0,0.0,0.0,82,0,13,9,0,0,0.0
0,0,725,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,725,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,725,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,725,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,725,0.0,0.0,0.0,74,0,10,8,0,0,0.0
4,0,725,0.0,0.0,0.01,81,8,8,9,0,1,0.0
0,0,32,0.0,0.0,0.0,2,0,15,1,0,0,0.0
15,0,32,0.01,0.0,1.21,13,90,5,2,1,2,1.3
0,0,32,0.0,0.0,0.0,21,0,8,3,0,0,0.0
27,0,32,0.0,0.0,2.08,36,90,9,4,1,6,2.0
12,0,32,0.0,0.0,1.05,48,90,17,5,1,3,1.9
13,0,32,0.02,0.0,0.92,51,90,10,6,1,3,2.6
9,0,32,0.0,0.0,0.42,62,90,3,7,1,1,1.1
10,0,32,0.0,0.0,0.75,79,90,18,8,1,2,1.6
32,0,32,0.0,0.0,1.18,82,90,13,9,1,8,2.7
29,0,33,0.0,0.0,1.43,2,90,15,1,1,7,2.0
0,0,33,0.0,0.0,0.0,13,0,5,2,0,0,0.0
-7,0,33,0.0,0.0,2.67,21,90,8,3,1,0,0.6
0,0,33,0.0,0.0,0.0,36,0,9,4,0,0,0.0
0,0,33,0.0,0.0,0.0,48,0,17,5,0,0,0.0
0,0,33,0.0,0.0,0.0,51,0,10,6,0,0,0.0
0,0,33,0.0,0.0,0.0,62,0,3,7,0,0,0.0
0,0,33,0.0,0.0,0.0,79,0,18,8,0,0,0.0
0,0,33,0.0,0.0,0.0,82,0,13,9,0,0,0.0
0,0,35,0.0,0.0,0.0,2,0,15,1,0,0,0.0
0,0,35,0.0,0.0,0.0,13,0,5,2,0,0,0.0
0,0,35,0.0,0.0,0.0,21,0,8,3,0,0,0.0
0,0,35,0.0,0.0,0.0,36,0,9,4,0,0,0.0
0,0,35,0.0,0.0,0.0,48,0,17,5,0,0,0.0
0,0,35,0.0,0.0,0.0,51,0,10,6,0,0,0.0
0,0,35,0.0,0.0,0.0,62,0,3,7,0,0,0.0
0,0,35,0.0,0.0,0.0,79,0,18,8,0,0,0.0
0,0,35,0.0,0.0,0.0,82,0,13,9,0,0,0.0
0,0,31,0.0,0.0,0.0,9,0,14,1,0,0,0.0
0,0,31,0.0,0.0,0.0,11,0,11,2,0,0,0.0
0,0,31,0.0,0.0,0.0,25,0,12,3,0,0,0.0
0,0,31,0.0,0.0,0.0,31,0,16,4,0,0,0.0
0,0,31,0.0,0.0,0.0,41,0,13,5,0,0,0.0
0,0,31,0.0,0.0,0.0,58,0,15,6,0,0,0.0
0,0,31,0.0,0.0,0.0,61,0,19,7,0,0,0.0
0,0,31,0.0,0.0,0.0,74,0,10,8,0,0,0.0
0,0,31,0.0,0.0,0.0,81,0,8,9,0,0,0.0
25,11,36,0.0,0.0,1.43,2,90,15,1,1,8,4.1
18,6,36,0.23,0.0,1.21,13,90,5,2,1,2,5.0
-1,3,36,0.11,0.01,1.77,21,73,8,3,1,0,3.0
13,4,36,0.14,0.0,2.08,36,90,9,4,1,5,3.2
29,5,36,0.05,0.05,1.05,48,90,17,5,1,10,6.3
8,9,36,0.01,0.01,0.92,51,90,10,6,1,2,2.1
9,3,36,0.03,0.01,0.39,62,83,3,7,1,2,3.6
13,5,36,0.02,0.04,0.75,79,90,18,8,1,2,2.1
44,7,36,0.07,0.06,1.18,82,90,13,9,1,15,7.5
22,7,37,0.01,0.0,1.43,2,90,15,1,1,6,1.7
8,2,37,0.16,0.0,1.11,13,63,5,2,1,2,2.1
3,0,37,0.0,0.0,0.38,21,7,8,3,0,1,0.1
18,4,37,0.01,0.08,2.08,36,90,9,4,1,5,2.3
6,0,37,0.04,0.0,0.37,48,57,17,5,1,1,0.7
21,3,37,0.33,0.05,0.92,51,90,10,6,1,5,5.4
20,6,37,0.58,0.08,0.42,62,90,3,7,1,1,12.6
12,5,37,0.01,0.0,0.55,79,81,18,8,1,5,3.9
28,4,37,0.06,0.06,0.98,82,85,13,9,1,6,3.9
15,3,38,0.01,0.0,1.11,2,65,15,1,1,3,0.3
0,0,38,0.0,0.0,0.0,13,0,5,2,0,0,0.0
3,5,38,0.03,0.0,2.67,21,90,8,3,1,1,3.7
28,4,38,0.01,0.0,2.08,36,90,9,4,1,6,1.6
10,6,38,0.02,0.0,1.05,48,90,17,5,1,2,2.9
21,5,38,0.0,0.0,0.92,51,90,10,6,1,2,2.3
15,3,38,0.01,0.04,0.42,62,90,3,7,1,2,3.6
9,6,38,0.01,0.0,0.75,79,90,18,8,1,2,2.4
31,12,38,0.0,0.0,1.18,82,90,13,9,1,8,3.3
25,5,40,0.0,0.0,1.43,2,90,15,1,1,6,1.7
12,5,40,0.03,0.11,1.21,13,90,5,2,1,2,4.5
1,4,40,0.02,0.0,2.67,21,90,8,3,1,1,1.7
30,13,40,0.01,0.22,2.08,36,90,9,4,1,9,4.5
16,12,40,0.03,0.0,1.05,48,90,17,5,1,4,6.1
-1,1,40,0.0,0.0,0.28,51,31,10,6,1,1,0.3
0,0,40,0.0,0.0,0.0,62,0,3,7,0,0,0.0
0,0,40,0.0,0.0,0.0,79,0,18,8,0,0,0.0
0,0,40,0.0,0.0,0.0,82,0,13,9,0,0,0.0
0,0,41,0.0,0.0,0.0,2,0,15,1,0,0,0.0
8,3,41,0.13,0.07,1.21,13,90,5,2,1,2,3.2
-1,1,41,0.0,0.0,0.9,21,16,8,3,0,1,0.4
0,0,41,0.0,0.0,0.0,36,0,9,4,0,0,0.0
0,0,41,0.0,0.0,0.0,48,0,17,5,0,0,0.0
13,7,41,0.01,0.0,0.64,51,58,10,6,0,1,1.3
20,13,41,0.01,0.03,0.42,62,90,3,7,1,4,3.5
10,4,41,0.01,0.0,0.75,79,90,18,8,1,2,1.4
35,6,41,0.01,0.0,1.18,82,90,13,9,1,8,2.2
0,0,39,0.0,0.0,0.0,2,0,15,1,0,0,0.0
10,4,39,0.06,0.02,0.11,13,26,5,2,0,1,2.8
6,6,39,0.12,0.09,2.29,21,83,8,3,1,1,6.2
0,0,39,0.0,0.0,0.0,36,0,9,4,0,0,0.0
-2,2,39,0.02,0.0,0.68,48,32,17,5,0,0,1.5
0,0,39,0.0,0.0,0.0,51,0,10,6,0,0,0.0
6,1,39,0.0,0.0,0.0,62,1,3,7,0,1,0.2
8,4,39,0.0,0.04,0.2,79,8,18,8,0,1,1.9
3,0,39,0.0,0.0,0.2,82,4,13,9,0,1,0.0
0,0,42,0.0,0.0,0.0,2,0,15,1,0,0,0.0
0,0,42,0.0,0.0,0.0,13,0,5,2,0,0,0.0
0,0,42,0.0,0.0,0.0,21,0,8,3,0,0,0.0
0,0,42,0.0,0.0,0.0,36,0,9,4,0,0,0.0
0,0,42,0.0,0.0,0.0,48,0,17,5,0,0,0.0
0,0,42,0.0,0.0,0.0,51,0,10,6,0,0,0.0
0,0,42,0.0,0.0,0.0,62,0,3,7,0,0,0.0
0,0,42,0.0,0.0,0.0,79,0,18,8,0,0,0.0
0,0,42,0.0,0.0,0.0,82,0,13,9,0,0,0.0
0,0,43,0.0,0.0,0.0,2,0,15,1,0,0,0.0
